"","ID","R1","R2","R3","R4","R5","R6","R7","R8","R9","M1","M2","M3","M4","M5","M6","M7","M8","M9","S2","S3","S4","S5","S6","S7","S8","S9","T1","T2","T3","T4","T5","T6","T7","T8","T9","SEX","RACE","LOCALE","INCOME","SCHOOL_TYPE","Approach_to_Learning","Self_control","Interpersonal","External_prob_Behavior","Internal_prob_Behavior","Attention_focus","Inhibitory_Ctrl","EDU"
"9702","10009704",52.2257,63.8406,71.8307,80.0096,104.6293,109.8899,119.5941,120.5019,127.0755,32.6092,43.3936,56.004,50.2174,66.4502,70.5295,84.3212,101.7307,98.0351,31.0618,32.6494,43.4976,47.9719,46.9147,49.1835,55.5974,52.6596,72,76.6,84,88.57,94.45,101.62,111.75,123.85,135.78,1,8,2,8,1,3.1429,3.5,3.8,1.2,1.25,5.1667,6,5
"9725","10009727",61.0469,64.8565,83.988,122.0403,109.8298,141.1857,138.508,149.2967,152.2794,46.3376,62.0221,76.0567,78.7025,97.5489,111.0093,119.2317,128.2539,134.0716,38.1901,54.2662,65.1147,59.4128,72.2143,72.8603,80.8984,87.2476,65.79,71.97,77.72,83.77,88.73,95.87,106.03,118.03,130.03,2,2,2,14,1,3.8333,3.25,4,2.2,1,6.6,6.8,6
"9770","10009772",46.171,56.9639,64.829,86.4679,89.6556,96.5739,103.8898,120.7751,116.6704,29.4147,34.5056,46.2651,62.6097,69.7457,70.9693,93.6025,88.5434,100.2649,20.2957,22.7264,25.8759,25.9337,32.2021,36.7803,47.1756,54.4585,62.73,68.71,74.93,80.88,86.4,93.53,103.43,116.48,129.44,2,3,1,3,1,3.2857,2.6667,3,1.8,1.25,5.5,6,3
"9827","10009829",44.0087,60.7244,72.3512,88.6016,99.9363,103.8289,114.8007,121.2209,129.3098,20.4325,35.2454,35.5565,58.266,54.4578,65.7617,79.814,87.0454,91.5938,24.2667,21.794,37.0567,36.4415,44.1538,46.6993,63.8133,63.9212,63.48,69.21,75.45,83.01,89.06,95.77,106.55,116.61,128.61,1,3,1,8,1,3.1429,3.5,3,1.2,1.25,4,5.1667,6
"9890","10009892",53.6171,72.3127,80.6316,103.4982,111.8246,120.6851,126.7588,134.8224,151.3449,27.7857,50.2059,56.6543,66.0332,69.9622,91.4233,96.8208,100.8206,117.8545,33.1661,35.4475,45.211,50.4844,56.5159,68.0369,72.515,83.4755,60.79,67.23,73.41,80.75,85.64,92.32,103.1,116.12,127.17,2,2,1,11,1,4,3.25,3.8,1.2,1,5.8333,6.6667,8
"9947","10009949",51.4245,66.042,68.9025,94.7801,99.2176,103.9428,116.7351,132.2502,132.2737,33.0889,49.7316,56.7582,78.8195,76.0971,88.5273,85.9809,106.1559,117.3794,29.1098,38.0052,41.2448,38.9344,56.5658,62.0007,65.8398,58.403,70.52,77.19,82.78,88.93,93.76,100.67,112.54,125.49,136.57,2,1,2,17,1,3,2.6667,3,1.6,1,6,5.3333,5
"9975","10009977",44.6482,51.1117,64.829,89.3501,110.8212,129.0254,126.6987,143.1824,149.6896,36.4597,37.6715,49.5776,75.8432,70.3025,92.3761,110.3872,125.9505,126.3702,32.316,30.2663,39.5285,44.5053,45.6347,54.1822,68.8158,77.0766,62.73,67.63,74.24,80.61,85.97,92.42,104.45,116.42,127.5,2,3,2,18,1,2.1429,2.75,2.6,2.6,2.25,2.6667,3,6
"9984","10009986",62.5175,75.6739,81.6177,97.3013,101.9389,107.637,117.7551,125.676,149.4264,48.9055,80.3713,83.921,102.5058,99.8678,104.4361,118.2869,123.0109,138.8455,30.1127,35.4229,32.6144,45.8691,47.4306,62.3609,60.4061,75.5715,66.25,71.8,77.79,84.2,89.16,96.95,107.67,118.65,131.61,1,3,1,14,1,3.1429,3.5,3,1.6,1,4.8333,5.8,6
"9996","10009998",55.015,63.8725,69.4122,86.3552,97.3922,108.245,118.5658,123.3327,125.9988,29.8373,40.2165,54.541,63.3144,67.2146,77.9062,89.3862,95.9535,100.3695,36.0049,34.1367,38.0103,40.6839,41.394,53.2779,56.3179,55.3737,58.95,64.67,70.45,75.72,83.31,89.23,100.83,112.8,123.88,2,1,2,16,1,2.7143,2.5,2.6,2,1.25,3.8333,4.4,4
"10019","10010021",40.4551,59.8542,54.7325,57.8475,67.4091,79.7033,108.7406,112.3793,120.3799,17.1093,37.1365,43.0943,46.6257,57.201,73.0891,109.0462,118.4609,101.1622,31.2549,32.1958,27.9325,34.8278,44.8689,38.3386,50.6782,67.564,68.78,76.11,80.12,86.7,92.78,98.63,111.65,122.7,134.66,1,1,1,6,1,2.1667,2,2,3.8,3.25,4,2.25,5
"10071","10010073",48.7396,71.7769,72.2797,90.0055,104.4728,107.6209,113.7214,121.0085,143.8424,17.9622,47.4327,52.9482,59.816,57.3149,68.7676,93.8656,85.9894,92.2144,25.9428,29.548,33.5795,42.4176,47.6421,48.334,65.647,56.1241,62.89,68.38,75.32,81.01,86.3,91.86,105.24,115.3,129.3,2,3,1,7,1,3.2857,3.25,2.25,1,1.5,5.3333,5.4,2
"10092","10010094",54.6383,63.7416,76.0004,105.3679,106.5365,123.4456,119.529,126.6137,140.2891,27.6947,46.2424,61.5844,77.8678,79.8462,102.3433,106.1623,119.132,136.9972,28.4124,37.7053,43.3653,46.7589,57.9862,68.7805,73.3099,70.5258,65.23,71.44,78.31,84.03,88.14,94.92,107.15,120.16,131.18,2,1,2,12,1,2.4286,3,2.8,1.8,1.5,4.1667,4.3333,6
"10121","10010123",50.8774,65.8842,62.1651,80.4745,81.1391,110.3877,111.8803,140.8191,147.3631,30.8708,36.7125,43.4532,59.6387,62.4009,70.3109,83.7625,90.7446,106.9444,20.426,22.9546,30.1836,33.2637,51.3408,48.2419,58.5232,78.2508,61.51,67.04,72.76,78.9,84.46,91.59,102.18,116.09,127.13,1,3,4,2,1,3.4286,3.5,4,1.6,1.25,4,4.6667,3
"10189","10010191",54.9106,72.8588,98.0746,116.3095,122.9623,124.3256,130.7005,134.5125,140.8713,38.8829,62.3105,64.4257,79.6546,80.198,91.8073,108.3351,108.3667,127.2781,32.6356,30.4694,44.3998,42.5138,51.1018,61.1852,58.8052,72.2799,63.95,70.39,75.45,82.32,88.34,94.75,106.16,116.19,130.16,2,3,1,16,1,3.5714,2.5,3.4,1.4,1.25,6,5.8333,8
"10213","10010215",53.8111,64.274,74.8787,88.5348,107.2083,127.0895,137.4631,147.0349,154.4257,52.9623,58.4418,82.9367,96.1037,104.9969,123.5918,124.6939,126.5506,140.897,38.4879,49.9375,60.0186,64.4494,82.142,80.3264,85.3961,89.8068,67.07,71.61,79,83.54,89.46,96.62,106.75,118.85,130.78,1,1,2,11,1,2.7143,3.5,3.2,1,1.25,5,5.3333,6
"10260","10010262",58.4029,73.2573,86.9616,103.0404,106.7866,118.1378,120.3673,138.9853,139.7544,37.2422,56.0568,66.3687,83.5901,94.5773,107.6556,122.8966,130.6856,140.7423,29.3985,41.4038,54.9809,56.0031,60.2202,59.3001,80.8587,86.8544,59.74,66.67,71.54,77.95,83.41,89.65,103.07,115.13,126.08,1,5,2,14,1,3,3.25,2.8,1.4,1,5.8333,5.5,6
"10263","10010265",54.3451,72.2962,101.4992,112.7616,119.4956,129.3396,138.6886,144.1256,150.4506,32.4929,50.4782,53.8226,67.7138,81.0593,83.569,115.8742,118.2869,133.2077,32.3307,34.0673,42.2902,55.1592,44.608,68.0689,80.9823,81.3383,58.32,64.54,71.51,77.36,83.38,89.36,100.93,113.88,125.88,2,1,2,17,2,4,3.6667,3.6,1,1.25,5.1667,6.5,6
"10279","10010281",56.837,60.8682,66.9548,95.4894,100.2684,111.4104,115.8078,117.4203,136.8523,37.4256,48.6149,50.0676,66.1327,77.0986,84.5877,92.1362,103.9067,115.1972,30.892,32.5445,35.7824,43.0493,52.3672,56.4928,57.4969,67.7071,73.12,78.12,82.98,89.92,95.11,101.39,111.95,123.95,137.92,1,3,1,17,2,2.7143,2.75,2.6,2,2,3.5,4.3333,8
"10281","10010283",58.1896,66.5693,68.1665,93.8957,105.6048,114.5539,134.0865,135.4629,149.1844,34.2001,57.5333,73.8379,84.328,88.3285,113.1077,123.5345,128.1522,132.1881,40.0558,36.1054,44.7762,49.3364,56.4371,61.0654,64.0458,76.4375,73.18,79.86,85.45,91.82,97.12,103.76,115.36,127.33,138.38,2,1,3,17,1,2.8571,3.6667,3.2,1.6,1.75,5,5.8333,6
"10282","10010284",50.1076,60.8112,72.2934,87.0837,92.5127,95.1037,109.2655,113.6163,129.5291,28.7953,47.1687,66.9783,77.3327,75.5536,93.2185,106.6159,107.6394,120.8731,25.7707,34.4467,36.8095,41.7294,50.0021,47.3949,63.4718,77.278,67.99,73.74,79.76,85.05,90.21,97.12,109.68,120.76,132.76,1,3,1,3,1,2.7143,2.25,2.6,2,2,3.3333,4.6667,3
"10383","10010385",52.4475,68.5945,71.425,97.8962,99.2764,100.5519,129.1002,125.2151,126.7236,35.4252,40.1656,48.7407,66.4687,71.8363,77.4692,84.272,96.2712,109.8602,35.8798,37.1173,40.4256,47.1191,56.9321,65.0795,69.0714,72.1887,73.97,79.92,83.93,91.5,96.82,103.96,115.69,127.66,139.69,2,1,4,5,1,2.7143,3.5,2.8,1,2.25,4,5.8,3
"10408","10010410",51.9132,66.2872,71.9956,79.0015,103.7151,123.3717,133.7918,136.2662,148.8677,23.3242,42.325,51.8092,68.3033,63.5606,75.1678,101.0757,118.3569,117.4135,39.4926,47.5774,53.0137,47.6761,59.6771,62.0317,72.634,79.45,70.09,76.73,82.72,89.16,94.98,101.13,113.42,124.41,137.42,2,3,1,10,1,3,3.25,2.75,1.2,1.3333,5.6667,5.5,6
"10410","10010412",33.7097,45.022,57.9198,72.5785,85.7947,103.5188,119.8609,127.9253,138.4314,22.313,29.6814,45.8396,66.9915,73.8827,99.1998,115.2337,130.5707,132.6173,19.6229,25.426,32.2585,35.0653,45.9704,61.9418,68.7519,77.749,60.03,65.56,71.34,77.59,82.78,90.67,102.97,113.98,125.03,1,5,1,17,1,3.4286,3.25,3.2,1.4,1,5.3333,4.8333,6
"10460","10010462",45.1752,64.7544,73.5028,95.9615,105.5996,109.0785,108.2078,128.0774,138.9596,30.6176,45.1785,51.2883,57.6232,56.0617,86.7737,100.5585,106.5283,114.5202,20.4977,24.5033,31.6315,27.6941,38.9618,44.3572,51.9631,58.0638,66.41,71.97,77.29,82.75,88.93,95.15,106.19,119.21,130.19,2,5,1,16,1,1.5714,2,2,2,1.5,2.8333,3,7
"10476","10010478",54.1602,65.6353,63.9156,76.5337,73.2889,84.2868,102.2412,125.0794,113.5483,28.0698,42.8884,52.1473,68.474,77.3106,89.1756,85.3172,111.8832,117.6421,36.8671,38.3618,37.9684,46.9434,56.6081,58.603,73.2885,78.8619,69.9,75.42,81.4,87.55,93.86,100.67,110.83,124.77,134.79,2,1,2,6,1,2,2.3333,2,2.2,2,3.3333,3.5,6
"10478","10010480",49.3374,55.6596,72.3982,90.2155,101.4942,114.5988,109.2755,120.2959,127.6495,21.5344,29.2378,46.7415,63.1802,65.7148,71.5439,84.1146,111.0408,117.4596,20.167,24.2801,30.0917,30.7215,34.2648,44.5274,48.0759,55.504,63.19,69.21,75.06,80.91,86.89,92.61,104.45,117.4,129.37,2,3,1,5,1,3.2857,3,3,1.4,1,6,5.5,3
"10514","10010516",57.0295,71.3116,78.7163,97.2631,107.2565,116.9989,128.0445,128.1903,134.4708,40.2206,55.9103,63.1802,80.9817,85.8028,99.4588,99.5089,112.4301,126.5758,29.2407,53.9287,60.1798,53.2038,61.7998,64.9726,68.2472,76.9253,72.2,77.92,83.24,88.67,95.44,101.69,112.67,123.72,135.72,2,8,1,11,1,3,2.5,2.5,1.6,2.5,4.6667,5.6667,8
"10536","10010538",60.3173,78.1037,108.3152,130.0908,139.8335,143.6428,146.8344,151.1194,154.0231,43.8518,61.9119,86.0316,99.5843,93.4703,100.8855,123.0779,125.5279,133.3341,38.8339,46.0516,52.4512,58.5162,69.0041,76.0297,82.429,87.2632,67.82,74.01,79.53,86.17,91.66,98.14,109.74,121.74,131.8,2,1,1,16,1,3.4286,3.25,3.8,1.6,1.5,5.8333,4.8333,8
"10583","10010585",54.0276,81.9353,99.1001,122.8428,113.3517,136.3332,133.0721,151.2392,152.4388,35.325,60.2752,72.2344,87.1826,83.2503,111.3562,119.716,127.5405,126.0011,37.4869,40.472,45.8163,49.2626,53.7489,57.6046,74.6901,85.0364,70.29,76.5,82.72,87.98,94.92,100.64,112.41,124.41,135.45,2,2,1,12,1,3.5714,3,3.6,1.2,1.75,6.3333,6.6,6
"10654","10010656",43.0644,45.4882,54.7476,72.0473,86.7305,96.9724,109.2113,108.6246,131.3411,31.733,39.0527,48.0756,55.6583,66.8803,73.7814,99.0394,98.8984,110.2124,20.6399,19.0676,46.5593,30.7009,35.4404,44.0395,48.6865,56.5623,80.98,86.24,91.76,99.35,105.07,111.52,122.37,134.37,146.37,1,5,1,18,2,2,2,1.8,2.2,2,4,4,6
"10660","10010662",61.1289,77.8116,108.2234,105.2523,111.0137,127.2854,129.5331,137.2951,142.6115,57.7788,72.5625,97.5167,96.4361,111.6788,115.6006,120.9544,133.4566,133.9973,31.6723,46.1455,61.183,65.9363,67.7384,70.1591,82.5384,84.1139,73.97,79.27,86.96,93.37,98.17,102.97,115,127.92,139.89,1,3,1,3,1,2.6667,2.5,3.6,2.2,2,4.5,5.1667,8
"10693","10010695",67.823,67.3892,85.6037,97.1677,107.7497,112.9562,123.3474,138.3302,132.8797,53.9219,52.7745,70.6335,86.3305,79.3126,107.0229,115.6118,117.4275,113.3127,30.3967,38.074,48.6698,48.8439,53.9784,61.7607,69.8322,77.897,72.43,77.06,85.38,90.25,94.36,102.15,113.16,126.15,138.15,1,3,1,5,1,3,2.3333,2.6,1.8,1.75,3.8333,4.8333,5
"10697","10010699",57.3142,67.4957,68.8954,90.1726,106.7067,114.7166,119.7285,127.6268,139.8704,31.6156,51.744,57.4435,63.4184,66.6267,90.2451,98.4345,102.044,111.842,27.039,35.6274,40.7457,33.3061,51.4511,58.3967,67.2477,71.8235,71.01,76.93,82.45,87.72,93.24,99.72,110.5,124.41,136.47,1,3,1,13,1,4,4,4,1,1.5,6.3333,6.5,2
"10755","10010757",62.605,72.5534,78.8392,103.3539,104.0724,106.6588,118.0691,126.1548,125.0606,40.4623,46.5304,59.8062,74.727,64.94,88.3322,106.7589,113.1594,123.4912,27.447,27.6263,30.9069,35.0317,37.3607,43.2349,48.8575,69.4478,66.67,71.8,77.49,84.2,88.6,95.67,107.51,119.51,131.47,2,1,4,16,1,2.8571,3.5,3.6,1.2,1.5,4.6667,4.8,8
"10761","10010763",45.4503,61.356,64.9019,79.6926,89.1052,88.2641,111.915,122.0639,126.7298,27.9687,49.2746,50.2013,82.4621,78.4014,95.3808,112.8976,130.6988,138.3149,39.5537,45.4062,48.6417,45.5481,44.3577,62.7339,80.4098,78.544,62.76,67.82,73.08,80.02,85.94,92.19,104.19,117.11,128.12,2,1,4,14,1,2.7143,3.5,3.4,1,1.75,4.5,5.8333,5
"10770","10010772",54.0721,66.0357,82.7081,101.3733,104.426,121.3229,109.4081,113.4103,138.3267,31.5919,47.1983,48.8437,60.7284,72.6003,72.8925,83.332,99.8125,114.938,23.6406,24.6892,30.7392,34.6651,43.3124,56.2983,54.7087,65.0929,63.72,68.55,74.07,81.8,86.73,93.86,105.86,117.9,129.86,2,2,2,18,1,3,3.3333,2.6,1,2,5.1667,5.1667,3
"10779","10010781",47.9995,60.8033,68.4803,90.6249,89.6599,107.0694,101.8199,123.467,138.4227,38.0759,55.6463,65.7513,85.988,78.6538,101.9858,119.9291,119.9191,131.5424,33.7592,37.4294,52.1891,48.8522,58.1729,70.892,75.2448,77.6663,65.23,70.75,77,83.41,88.87,95.77,105.93,117.93,130.85,2,1,4,17,1,4,4,4,1,1.25,6.8333,6.8333,8
"10822","10010824",69.6628,76.9271,84.9084,119.507,119.598,128.3444,138.0355,141.3231,151.9748,43.8319,61.2653,76.8403,84.6769,74.6574,102.7984,108.086,113.1819,118.1249,45.0473,47.9882,54.3069,53.9361,55.8527,63.548,75.4397,78.796,71.54,77.72,83.05,89.42,94.98,101.39,112.8,124.73,136.73,2,1,2,16,1,2.7143,3,3.2,2,1.25,3.6667,3.8333,5
"10890","10010892",48.4063,74.9744,110.1468,99.7388,112.8561,121.9037,110.6979,128.0199,132.6595,37.3319,61.0587,58.9484,74.6514,78.9888,101.9858,108.4995,118.4949,120.5792,45.8132,34.2479,47.7183,50.147,56.2054,52.9172,72.0743,72.4935,75.62,82.32,87.81,93.6,100.41,106.68,117.99,129.99,142.03,1,1,2,15,1,3.2857,3.5,3.5,1,1.25,5,5.8,5
"10901","10010903",60.3403,74.5088,79.0439,112.3341,117.7578,134.3272,128.3913,139.7493,152.5412,45.021,41.3502,48.7819,76.2648,74.9394,80.0318,97.7138,98.9275,124.5021,32.8487,34.1726,43.8704,47.8059,56.1309,61.9402,64.5953,75.8169,64.7,69.86,75.06,81.76,87.02,93.5,105.86,117.9,128.91,2,1,1,16,1,3.1429,3.75,3.6,1.8,1,5.3333,5.5,8
"10935","10010937",70.941,81.711,112.3063,129.7406,140.4739,144.3263,151.7397,152.7637,158.8637,55.9655,81.8815,110.1734,110.5369,112.3152,125.8283,132.1695,143.1245,147.8986,48.1695,62.931,68.164,70.6458,74.1447,78.9904,86.0228,89.0041,70.22,76.14,82.13,87.88,94.13,101,112.57,124.6,136.57,1,1,1,16,1,3.7143,3.5,3.6,1,1,6,6,8
"10986","10010988",47.4944,59.8871,71.1882,83.0962,88.0402,91.989,115.6144,123.2572,121.5299,29.8512,53.4566,66.1431,65.3278,66.0934,71.347,99.4866,103.0439,111.0118,30.9763,34.6743,41.4808,43.1077,46.9434,58.1507,65.2468,74.5992,61.81,68.02,74.2,79.46,86.43,92.12,103.96,115.92,127.89,1,2,1,5,1,3.2857,3,3.4,2,1.75,4.3333,4.8333,3
"11019","10011021",49.4067,67.576,67.7599,81.8604,96.7824,95.3079,122.3918,123.8173,132.8116,31.6661,41.5068,48.1829,62.6475,64.9993,87.5529,93.7351,101.4411,119.1499,41.4976,45.8536,50.4964,53.3546,56.851,60.0409,72.3958,83.0442,70.03,76.9,82.45,88.57,94.85,101.26,113.06,124.18,135.16,2,1,3,8,1,3.4286,3.6667,3.6,1.2,1,6,5.8333,5
"11085","10011087",56.9021,72.2083,79.1395,109.47,116.9197,120.5826,132.1774,127.9788,149.4853,46.0681,60.8898,75.2716,91.3614,91.8734,108.6888,123.3673,131.6506,134.7084,38.7312,45.2954,54.2255,61.0141,65.7877,78.6609,83.9507,89.5211,64.24,70.68,76.18,83.31,88.37,94.88,107.77,119.8,131.8,1,8,4,10,1,3,2.5,3,2,2,4.6667,4.3333,6
"11132","10011134",61.4494,70.5611,82.549,106.3452,123.0419,126.1064,138.5272,137.4256,151.4389,36.4668,56.2565,73.1303,86.2539,87.936,106.5847,124.6743,129.0155,136.852,40.7264,41.2295,47.4806,48.6384,48.6054,72.4008,72.2385,81.5682,73.58,80.22,86.07,91.89,97.87,103.63,115.46,128.42,140.38,1,1,1,16,1,4,3.5,3.8,1.4,1.75,6.6667,6.1667,5
"11135","10011137",52.4475,58.3067,70.998,89.6386,100.2535,102.3911,114.5231,126.5784,125.7094,27.7337,36.1604,59.0317,62.3733,71.6957,80.2612,90.2003,105.9285,105.5781,30.0201,25.9688,36.9163,40.8502,39.6856,48.6967,46.2908,53.6087,70.95,76.08,82.26,88.21,93.7,100.9,109.84,123.85,136.77,2,3,1,2,1,3.8571,3.25,3.2,1.6,1.75,6,5.8333,3
"11163","10011165",39.261,61.1805,78.8076,103.457,97.603,107.8949,116.295,133.8915,141.3777,20.2291,43,51.9723,70.6954,84.2606,73.6476,117.6341,121.7233,129.8107,25.8137,27.1861,32.5128,54.4811,49.2006,61.6108,71.9199,76.0903,61.74,68.38,73.97,81.67,85.84,93.7,105.01,117.07,127.07,2,3,2,6,1,3,3.6667,2.8,1,2,4.8333,5.75,2
"11211","10011213",56.777,74.0761,92.7673,112.0404,113.0676,130.5323,137.5647,138.7284,140.7504,33.0889,65.7331,55.4547,67.1162,79.3914,108.9803,116.6641,123.4617,123.8136,31.402,31.5449,41.4612,49.89,45.6688,60.57,63.7751,61.715,69.07,75.48,80.58,87.42,93.44,99.85,112.21,123.25,134.24,2,3,1,3,1,3.7143,3.25,3.4,1.4,1.25,5.8333,5.2,3
"11225","10011227",50.3561,72.0445,84.7593,118.7396,126.4159,126.8933,138.7474,144.2711,155.7117,25.8573,50.1252,61.552,71.3213,90.3945,91.0561,111.6091,118.1369,128.7825,46.4472,48.9453,47.9458,65.0103,57.2286,72.0046,80.6311,80.5124,64.8,72.16,76.77,83.9,91.2,94.92,106.95,118.98,129.96,1,3,4,8,1,3.1429,3.25,2.8,1.4,1.25,5.5,5.4,5
"11247","10011249",60.4359,74.7711,101.0267,125.3221,121.0039,141.5986,129.4885,151.0868,155.5493,39.0058,67.9931,76.9032,101.734,105.3625,121.0171,129.8032,136.6108,143.3305,40.3522,43.7918,46.0454,56.324,66.0493,74.5699,80.597,89.9188,60.53,67.2,71.34,79.76,84.36,92.09,102.21,115.17,127.2,1,5,2,18,1,2.1429,3,2.2,2.2,1,3.6667,3.5,8
"11250","10011252",55.5295,68.5945,81.313,111.8799,113.8094,124.2745,134.6865,136.9751,146.6411,37.9949,57.1622,62.6928,84.92,94.9189,109.2029,122.022,131.1664,132.3419,32.6356,38.0638,45.4586,54.9528,62.8401,66.7298,72.5133,83.6149,64.04,68.88,74.37,82.16,87.06,94.22,105.21,116.25,129.24,1,1,2,14,1,3.1429,3.3333,3.2,2.2,1,4.6667,5.1667,5
"11289","10011291",62.5874,74.4482,86.6536,117.4574,140.0241,144.3263,142.4321,145.5757,155.6381,61.5245,75.7136,83.1665,92.7946,107.611,108.8872,115.8278,129.2672,136.8502,51.7376,49.685,62.0027,79.2109,73.8675,81.8417,87.03,89.1414,66.05,72.76,78.31,84.3,89.26,96.16,108.03,120.03,130.06,2,1,2,16,1,2.7143,2.75,2.6,1.6,1.25,5.5,5.5,8
"11336","10011338",58.2393,66.9396,77.8698,111.0907,115.8582,138.5889,135.153,134.7337,141.8589,51.9117,59.6288,70.941,86.7187,104.1761,109.846,107.0445,126.5235,132.3345,31.3495,44.2421,46.8606,59.2989,58.2911,71.4325,65.6956,73.2309,62.33,68.25,73.55,81.11,86.86,93.04,102.74,116.68,127.76,2,3,1,4,1,3.2857,3.5,3.4,1.6,1,6.1667,5.5,3
"11394","10011396",44.2562,63.2144,64.2874,86.5607,101.9288,110.8487,115.7516,130.1116,150.0953,25.949,47.3508,49.4215,78.437,68.9614,91.7918,112.9283,113.3454,136.7151,37.9405,42.7113,48.2613,39.4542,58.2025,60.7762,63.5148,81.277,63.52,69.96,75.22,81.6,86.47,93.14,105.34,117.44,129.34,1,1,4,8,1,2.1429,2.25,2.4,1.6,1,3.8333,4.3333,5
"11414","10011416",49.6425,64.0552,59.7427,65.9048,63.6821,71.9117,87.9576,87.5152,90.7368,29.7537,39.0292,45.3001,56.5578,40.3126,62.3984,69.1379,76.7149,82.1756,21.4992,20.3325,23.7337,22.4714,31.1137,31.9727,37.7422,49.6212,64.08,69.86,75.58,80.35,85.94,92.22,105.6,116.58,128.61,2,3,2,14,1,3.1429,3.75,4,1.2,1.25,2.8333,4.5,4
"11542","10011544",42.178,57.6741,58.2514,66.3674,70.4621,83.5906,98.2631,115.1159,112.777,20.4909,25.6516,36.5876,47.7859,56.5337,72.4723,77.7919,82.1736,80.2233,23.5485,25.9299,40.0827,39.9199,40.3345,49.1346,54.3831,63.3047,66.41,71.97,77.23,85.15,90.18,95.47,108.69,119.64,131.67,2,3,1,1,1,3,3,2.8,1.4,1.5,4.8333,5.2,3
"11569","10011571",53.2682,62.6225,67.0005,81.711,86.48,97.9684,123.0577,114.6225,127.5402,35.1779,51.8115,60.54,58.8871,72.3648,82.4069,103.2934,107.2041,114.0446,22.5783,29.0132,33.1661,35.5968,45.5064,53.319,70.6463,72.2003,68.42,74.17,79.89,84.66,90.25,96.43,109.91,120.89,132.92,1,3,2,4,1,3,2.25,2.4,2,1,4.8333,4.6667,2
"11606","10011608",43.5195,46.5899,55.227,61.4691,69.9237,67.2677,80.1124,101.7526,106.1961,19.5979,27.0065,42.4723,54.9911,57.5746,60.2802,65.2337,89.3884,80.6003,20.298,21.6732,29.7033,26.3081,34.9682,32.1985,55.6717,54.4904,72.56,78.54,83.87,89.59,95.34,101.33,113.03,125,137.06,1,3,1,5,1,2.7143,2.5,2.2,2.4,1.5,5.8333,3.1667,3
"11612","10011614",44.4315,63.7416,88.1852,99.1931,118.4897,128.2889,126.0133,130.321,154.3003,35.9807,42.2343,54.0237,69.865,75.9638,89.365,120.5693,106.5945,124.455,30.0802,35.9989,52.8946,59.4608,65.6455,70.5744,77.7724,81.6277,70.82,76.83,83.01,88.7,95.18,101.62,113.19,124.21,136.18,1,5,2,17,1,3.1429,3.5,3.5,1.2,2,5,5.6,6
"11647","10011649",96.5219,111.0082,97.4544,114.7559,124.9488,118.308,139.4619,146.1114,146.6464,61.8118,71.624,77.3898,87.1826,96.0477,111.4611,118.4129,118.2709,123.731,38.2131,39.3324,51.7199,63.21,62.5865,74.0602,77.4097,87.0967,69.14,74.73,79.53,86.14,91.66,98.2,109.87,120.92,134.86,1,1,2,17,1,3.8571,3.5,3.4,1,1.25,6.6667,6.5,8
"11674","10011676",49.2144,67.8591,83.0581,103.179,105.5416,111.4655,129.2874,126.7443,136.4763,33.8433,48.5257,45.9232,65.0509,66.7507,70.78,91.6361,98.3224,101.7881,36.7165,34.0729,50.0021,51.7746,56.795,70.3836,73.4249,80.8984,71.47,77.69,83.18,90.28,95.34,101.88,113.85,126.77,138.77,1,1,4,7,1,1.8571,2,2,2.6,2.25,3,3,6
"11738","10011740",64.5438,76.3015,95.3962,103.6376,118.3818,117.8542,117.822,145.5894,153.7272,62.4311,81.2181,88.5423,87.5529,106.8768,108.5632,123.4971,132.8164,139.2334,43.3462,50.6876,48.8937,61.0426,57.5888,70.1977,77.5945,85.2881,70.95,76.87,83.38,87.22,93.7,99.98,110.47,123.48,135.39,1,1,2,15,1,4,4,4,1,1.25,6.6667,6.6667,8
"11760","10011762",54.3672,77.1107,80.7929,104.327,89.7834,106.6375,127.7689,131.5753,148.9599,36.2832,57.7909,65.9182,76.0939,79.4406,95.301,98.3986,120.3905,122.3224,32.8722,43.7903,47.6632,44.3908,50.0532,57.4984,68.0504,66.6239,65.1,70.49,76.83,83.47,89.79,95.47,106.32,118.36,130.32,2,1,2,16,1,3.5714,3.75,3.8,1,1,5.8333,5,3
"11769","10011771",56.9391,78.0761,101.7314,122.0688,125.6666,139.0238,140.1479,146.7132,155.2472,39.2533,55.3159,68.4523,85.4231,83.4147,103.9688,112.0705,119.3952,125.7462,37.3882,46.0438,46.1048,61.1138,56.5216,72.644,80.2921,87.4057,69.21,75.88,81.47,87.45,92.48,99.35,111.22,124.18,135.25,2,1,2,16,1,3,3,3,1.6,1.25,5.2,5.5,8
"11791","10011793",44.9569,48.8893,51.2352,61.2534,68.1413,83.0314,92.0346,121.9988,110.9983,24.3808,24.042,24.1988,33.2626,42.5787,49.332,63.226,93.6407,76.1602,26.1936,24.5773,32.3664,41.4598,43.0086,40.9351,50.9163,65.6319,62.93,68.48,73.74,81.07,86.83,92.48,104.22,116.12,128.22,1,3,1,3,1,2,2,1.8,2.4,3,1.8333,3.8,3
